作品Id,专辑名,作者,urlId,专辑链接,标签,作者主页链接,播放量,专辑集数,专辑描述,是否付费,价格,排名
15685983,老衲要还俗（下部）｜爆笑版来袭,幻樱空,youshengshu/15685983/,https://www.ximalaya.com/youshengshu/15685983/,有声书,https://www.ximalaya.com/zhubo/20606950/,33496705,835,【内容简介】 一位外表阳光帅气的小和尚，内心不能免俗的小和尚被无良系统给绑架了。从此之后，方正小主持带着他的几个逗比耍宝的徒弟展开一场爆笑之旅。 【作者/主播简介】 作者：一梦黄粱,True,0.15喜点/集,36
18980462,刘薇：300天万词计划,雅思天后刘薇,waiyu/18980462/,https://www.ximalaya.com/waiyu/18980462/,外语,https://www.ximalaya.com/zhubo/42216757/,338351,43,购买后请添加土豆助教老师【微信号：todo011】，加入付费学员专属社群，开启小程序闯关背词之旅！ 掌握英语10000词是什么体验？ 轻轻松松读懂原著、论文、药品说明书 托,True,199.00喜点,37
19014425,张法中讲中国美术史,张法中,renwen/19014425/,https://www.ximalaya.com/renwen/19014425/,人文,https://www.ximalaya.com/zhubo/43233681/,738357,28,精妙的讲述逻辑 ——是专业艺术讲者，也是故事演绎大师 张法中老师在专业内容与讲述技巧上达到了一个精准的平衡。无论知识含量、故事铺陈还是节奏控制等，都有着纪录片般的内容质感与讲述魅力，他让逾30,True,199.00喜点,38
19212809,狄菲菲：28天美的声音成长计划,领声,jiaoyu/19212809/,https://www.ximalaya.com/jiaoyu/19212809/,教育培训,https://www.ximalaya.com/zhubo/20443794/,640980,106,第一期开班时间： 2018年12月10日 入群指南： 本课为训练营课程，请务必添加班主任...,True,199.00喜点,39
18434028,清华朱武祥的商业模式课,朱武祥,shangye/18434028/,https://www.ximalaya.com/shangye/18434028/,商业财经,https://www.ximalaya.com/zhubo/129902484/,886597,42,大多数的普通人，靠时间和体力赚钱有商业头脑的人，靠资源和模式赚钱商业模式，就...,True,199.00喜点,40
18947184,范景中讲西方艺术史,范景中,renwen/18947184/,https://www.ximalaya.com/renwen/18947184/,人文,https://www.ximalaya.com/zhubo/134397955/,2530202,45,【你将获得】  严选的知识：理解必要的艺术概念，掌握重要的艺术流派 敏锐的眼力：看懂三百逾件世界名画名作，认识逾百位艺术大师 审美的修养：了解西方艺术史的美学内核，迅速提高审美能,True,199.00喜点,41
7029082,路长全营销课堂:改变命运200秘笈,路长全营销课堂,shangye/7029082/,https://www.ximalaya.com/shangye/7029082/,商业财经,https://www.ximalaya.com/zhubo/74540486/,3486178,161,路长全老师最新课程《创业的28个法则》已经在喜马拉雅完更，点击链接直达。 如果一辈子只学一门知识，那就是营销。 本课程包涵营销定律、营销战略、切割营销、产品营销、渠,True,199.00喜点,42
19178548,奇葩天团教你当众表达,米未MeWe,jiaoyu/19178548/,https://www.ximalaya.com/jiaoyu/19178548/,教育培训,https://www.ximalaya.com/zhubo/49265909/,2332498,38,当众表达是你面向他人、面向这个世界传达出的见解和体验。 你是不是经常遇到这样的情景： 心里有个好故事，想说却说不出口； 私下里滔滔不绝，当众就紧张结巴； 平庸人设，一张嘴就是陈词滥调；,True,198.00喜点,43
19113972,奥美“文案女王”林桂枝的创意课,林桂枝Kweichee,jiaoyu/19113972/,https://www.ximalaya.com/jiaoyu/19113972/,教育培训,https://www.ximalaya.com/zhubo/136050869/,442835,23,朋友圈总是被爆文刷屏，但一篇10W+文章的背后，藏着什么？广告铺天盖地，不知不觉...,True,99.00喜点,44
18368568,《兔子必须死》| 贱兔子爆笑修仙,幻樱空,youshengshu/18368568/,https://www.ximalaya.com/youshengshu/18368568/,有声书,https://www.ximalaya.com/zhubo/20606950/,33677364,478,【内容简介】 自从一只贱兔子来了天庭后，天庭各大神仙居住地就拉起了横幅：防火防盗防兔子。 同时，食神的兔子烹饪大全也开始热卖。 经常能看到一群神仙挥舞着各种法宝，追着一只兔子漫山跑，喊着：“群殴无,True,0.15喜点/集,45
